gene,logFC_CON_vs_CON,logFC_CSRES_vs_CON,logFC_CSSUS_vs_CON,logFC_CURES_vs_CON,logFC_CUSUS_vs_CON
Zfand5,0.0,0.16974914,0.11059456,0.075410835,0.110557534
Gda,0.0,0.26340732,-0.14930116,-0.20105425,0.017592695
1110059E24Rik,0.0,-0.06859968,-0.061015166,0.071723685,0.0007444918
Abhd17b,0.0,0.10561764,0.078639634,0.03340532,0.16312566
Cemip2,0.0,0.45264304,0.58730006,0.23095784,0.23833913
Trpm3,0.0,-0.23009647,-0.09115499,-0.14669147,-0.07488545
Gm27151,0.0,-0.22205186,0.117670864,-0.019446015,-0.373123
C330002G04Rik,0.0,-0.16253427,-0.004343247,0.12335106,-0.40470093
2410080I02Rik,0.0,-0.16997087,-0.20249172,-0.20697117,-0.0715946
Klf9,0.0,-0.100916535,-0.14420778,-0.18106331,0.031477664
Smc5,0.0,-0.026769146,0.056407128,0.082696095,0.02835533
Mamdc2,0.0,0.10360414,0.18399145,-0.2044121,0.058922365
1700028P14Rik,0.0,-0.04380142,-0.078879625,-0.029475346,-0.07350823
Ptar1,0.0,0.14387462,0.2025659,0.12493147,0.025933832
Apba1,0.0,0.26334682,0.20354633,0.18674792,-0.060059994
Fam189a2,0.0,0.030993477,0.081620246,0.3692621,0.15189876
Tjp2,0.0,-0.024771646,0.08210344,0.16762482,0.042222343
Fxn,0.0,0.2615561,0.26435953,0.1446791,0.1300667
Pip5k1b,0.0,0.3943547,0.18801326,0.2566481,0.104299545
Fam122a,0.0,0.12748288,-0.15412113,-0.18343432,0.04773699
Pgm5,0.0,-0.0003510816,-0.017307822,-0.012974633,0.020109659
Cbwd1,0.0,-0.3997406,-0.010268439,-0.08031825,-0.17121908
Dock8,0.0,-0.16107832,-0.22931302,-0.21492447,-0.17437528
Kank1,0.0,-0.3026754,-0.13149424,-0.1935452,-0.13933249
Smarca2,0.0,-0.11261462,0.035212092,-0.11754492,0.04845888
Gm20616,0.0,-0.21719457,-0.11017144,-0.49574196,-0.20455606
4931403E22Rik,0.0,0.09590336,-0.16549312,-0.14843774,-0.017752968
Gm35438-1,0.0,-0.17717974,-0.2024636,-0.16102678,-0.08672588
Vldlr,0.0,0.21741427,0.1382108,0.25676107,0.022435486
Kcnv2,0.0,0.031055879,-0.0062004915,-0.013312229,-0.02232157
Gm35554,0.0,0.06663306,-0.1672491,-0.11319914,-0.14934798
Pum3,0.0,-0.22604832,-0.19625984,-0.29065794,-0.32356662
Rfx3,0.0,0.018527552,0.041903928,-0.071208104,0.08417257
Glis3,0.0,-0.07581471,0.051705167,0.010213774,-0.23539816
Slc1a1,0.0,0.13388337,-0.081416585,0.29276112,-0.1455642
4430402I18Rik,0.0,0.0067662075,0.075403355,0.21470419,0.072282314
Plpp6,0.0,0.19244835,-0.19534701,0.0655989,0.041824445
Cdc37l1,0.0,0.19801214,0.12367812,-0.08484998,-0.05782938
Ak3,0.0,0.36868465,0.30357206,0.09874357,0.074240506
1700018L02Rik,0.0,-0.11262647,0.14283875,0.16240174,-0.057307936
Gm9895,0.0,-0.04496379,-0.011113698,-0.028634045,0.08417366
Rcl1,0.0,-0.13284525,-0.09390677,-0.052019693,-0.12381614
Jak2,0.0,0.08999546,0.1577748,0.05802255,0.114254914
Plgrkt,0.0,0.15147513,0.06990706,0.2387253,-0.044515207
Cd274,0.0,-0.22736327,-0.20311223,-0.31184375,-0.2640828
A930007I19Rik,0.0,0.02244668,-0.07690857,0.044076387,-0.021266412
Ric1,0.0,0.27491057,0.18939787,0.06548369,0.01501976
Ermp1,0.0,0.6475831,0.3135992,0.26655245,0.21129487
9930021J03Rik,0.0,0.10187797,0.157823,0.23554082,0.15384248
Ranbp6,0.0,0.37292916,0.20870309,0.10756172,0.025736317
Il33,0.0,0.22601509,0.2297629,0.119061485,0.23454744
Uhrf2,0.0,0.011655889,0.06561267,0.020357668,-0.0011124164
Gldc,0.0,-0.30622715,0.02760055,0.09393505,-0.34214652
Prkg1,0.0,-0.14449464,0.014923977,0.20275187,-0.3298007
Cstf2t,0.0,0.42262596,0.12541547,-0.07737756,0.2676498
Asah2,0.0,-0.0747228,-0.024302669,0.11010617,-0.1266387
Sgms1,0.0,-0.17814392,-0.02748781,-0.02740451,-0.12930425
2700046G09Rik,0.0,0.37020373,0.26467818,0.41063815,0.104345724
Rpl9-ps6,0.0,0.04038928,-0.079658225,-0.15798756,-0.17589195
Minpp1,0.0,-0.11392573,0.13521129,0.039203435,0.16302723
Papss2,0.0,0.064069316,0.40744776,0.4339459,0.16027102
Atad1,0.0,0.04088384,0.017737567,0.15753298,0.15830128
Pten,0.0,-0.098809086,0.02005548,-0.11456787,-0.020918777
Lipo3,0.0,-0.0024314076,-0.17960882,-0.24075522,-0.25470686
Stambpl1,0.0,-0.14933811,0.08348396,-0.022304818,-0.0071686804
Acta2,0.0,0.44352245,0.3300013,0.5749343,0.10611582
Lipa,0.0,0.0801958,0.10314626,0.17399225,0.056157626
Ifit2,0.0,-0.07365397,-0.07615837,0.14435567,-0.029686665
Ifit3,0.0,0.16251095,-0.12411136,0.023365505,-0.08131516
Ifit1bl1,0.0,0.04289216,0.038839817,-0.038668036,-0.015743589
Ifit1bl2,0.0,-0.049963478,0.03936086,0.011190856,0.024685191
Slc16a12,0.0,-0.04409934,-0.17314693,0.015555089,-0.059244454
Pank1,0.0,-0.10173267,0.019765615,-0.026847564,-0.15780346
Kif20b,0.0,-0.098817006,0.031542715,0.024509953,0.053084046
Gm41836,0.0,0.1111549,0.13560246,0.3179027,0.07957161
A830019P07Rik,0.0,0.012665153,0.21521328,0.22422916,0.0995178
Htr7,0.0,0.14373022,-0.07976573,0.028074536,-0.097122826
Rpp30,0.0,-0.32408682,-0.25799817,-0.2960565,-0.27884293
Pcgf5,0.0,-0.2577329,0.059620783,0.14947546,0.04383208
Hectd2,0.0,0.16534737,0.1449683,0.10978746,-0.06016495
Hectd2os,0.0,0.089389786,-0.0092712045,0.35597876,-0.15341982
Ppp1r3c,0.0,0.18239453,-0.027979113,-0.016829588,0.045007914
Tnks2,0.0,0.10062279,0.11675201,0.10347195,0.05995652
Fgfbp3,0.0,0.21614969,-0.0047296286,0.3455915,-0.08349751
Btaf1,0.0,-0.24358985,0.038455278,0.022968158,-0.021020696
Cpeb3,0.0,-0.17022198,-0.08626247,-0.023148693,0.041709784
A330032B11Rik,0.0,-0.19831955,-0.17649952,-0.244958,-0.13676555
March5,0.0,0.038144454,0.1374312,-0.036646634,0.13598196
Ide,0.0,0.021714233,0.106497094,0.0049054846,-0.13552357
Kif11,0.0,-0.033961095,-0.1661112,-0.054451935,-0.05337748
Exoc6,0.0,0.360481,0.22461788,0.3109914,0.097056225
Myof,0.0,0.037960988,-0.027746618,-0.040323276,-0.021488473
Cep55,0.0,0.009832503,0.056138933,0.032323793,-0.0031520687
Rbp4,0.0,-0.109304704,0.022120927,-0.036070075,-0.17568752
Fra10ac1,0.0,-0.27721456,-0.12334262,-0.26488292,-0.17162883
Lgi1,0.0,-0.054524764,-0.059001446,0.020897496,0.019920949
Slc35g1,0.0,-0.066869184,0.001797583,0.12876558,0.022262229
Plce1,0.0,-0.30251753,-0.1865882,-0.33135208,-0.059344396
Noc3l,0.0,0.24232568,-0.12433393,0.1798781,-0.16959785
Tbc1d12,0.0,0.037171684,0.08564086,0.1263523,0.073848896
Hells,0.0,0.05363629,-0.31401443,-0.12997532,-0.21087039
Cyp2c38,0.0,-0.051515296,-0.03682374,-0.033339076,0.066496246
Pdlim1,0.0,-0.53744423,-0.34087464,-0.24608317,-0.3921685
Sorbs1,0.0,-0.34183636,-0.10346851,-0.18119083,-0.17450699
A930028N01Rik,0.0,-0.511846,-0.32250485,-0.32986838,-0.123080455
Aldh18a1,0.0,0.07699028,0.10524798,-0.16824216,-0.17370011
Gm27042,0.0,-0.01341492,0.08421171,-0.0563404,-0.07882638
Tctn3,0.0,-0.15686253,0.24572004,0.18857832,-0.16719525
Entpd1,0.0,-0.11438398,0.028887242,-0.004272096,-0.13659701
Cc2d2b,0.0,-0.0020342171,-0.0149051305,-0.004804628,-0.01643388
Ccnj,0.0,0.04013607,0.13721511,0.058099773,-0.0835852
E030044B06Rik,0.0,0.041036956,0.028734762,0.028896924,0.049603216
Zfp518a,0.0,0.026873192,-0.12609239,-0.01939159,-0.02431844
Blnk,0.0,0.07700716,-0.021934211,0.008059902,0.037251804
Opalin,0.0,0.11521132,0.15806895,-0.12933663,-0.10009388
Tll2,0.0,0.036714625,-0.035283413,-0.004781056,0.02614623
Tm9sf3,0.0,0.33359942,0.099862665,0.118697375,0.07878116
Pik3ap1,0.0,-0.027860558,-0.01669808,-0.033549704,0.016610786
Lcor,0.0,-0.034166284,0.08511504,-0.020058267,0.08986616
Slit1,0.0,0.11186412,-0.23522677,0.22410043,-0.2088364
Arhgap19,0.0,-0.07436296,-0.10294819,-0.05709881,-0.15474246
Frat1,0.0,-0.010687336,0.2039584,0.06404245,0.082762346
Frat2,0.0,-0.09835468,0.20826927,0.09294614,0.07473208
Rrp12,0.0,0.050836228,-0.033181503,-0.04153403,-0.03726557
Pgam1,0.0,-0.005313389,0.16151288,-0.1779299,0.06265159
Exosc1,0.0,-0.17835754,-0.046640188,-0.1315909,-0.22901651
Zdhhc16,0.0,-0.1342879,-0.045546684,0.13750109,-0.10469707
Mms19,0.0,-0.2675563,-0.0048169866,-0.053336676,-0.22658281
Ubtd1,0.0,-0.08319521,0.21191533,-0.11438286,-0.107947305
Hoga1,0.0,0.14810374,-0.068349175,0.28255135,0.017584816
Morn4,0.0,0.017771088,0.14009623,-0.0036846772,0.061194185
Pi4k2a,0.0,0.11361802,0.20558357,0.21220493,0.03890474
Avpi1,0.0,0.0008989135,0.13128729,-0.31523794,-0.042327072
Marveld1,0.0,-0.10557069,0.23210704,0.24253216,0.15563448
Zfyve27,0.0,0.09120573,0.13969387,0.15307964,0.046670154
Golga7b,0.0,0.15034445,0.12341126,-0.066317484,0.18741384
Crtac1,0.0,0.11764486,-0.1722005,-0.18360254,-0.16047129
Gm34299,0.0,-0.008461745,-0.040242307,-0.0044804197,0.017171413
R3hcc1l,0.0,-0.38353342,-0.22450335,-0.24649104,-0.15740338
Gm16541,0.0,-0.47153175,-0.381346,-0.6501228,-0.3816414
Pyroxd2,0.0,0.14759178,0.12820224,0.08962086,0.00079036504
Hps1,0.0,0.1993036,0.32976058,0.23956375,0.17107609
Hpse2,0.0,-0.15221022,-0.091738984,-0.11805687,0.2197912
Gm47936,0.0,0.07241948,0.018991547,-0.00091313943,0.024662536
Cnnm1,0.0,0.21512873,0.13164216,0.21447372,-0.1258135
Got1,0.0,0.048777454,0.13902694,-0.23558806,0.23577133
Slc25a28,0.0,0.3781858,0.50487864,0.38337955,0.042312056
Entpd7,0.0,-0.029150877,-0.16611983,-0.18682325,-0.010470932
Cox15,0.0,-0.021534555,-0.27238703,-0.0865675,-0.36726096
Cutc,0.0,-0.12201548,-0.038804032,0.16859806,-0.0947672
Dnmbp,0.0,-0.0031482577,0.15738855,0.24611528,-0.14074907
Erlin1,0.0,-0.16413091,-0.23544763,-0.16597995,-0.13704208
Chuk,0.0,0.16826768,0.18081647,0.1379315,0.049872637
Cwf19l1,0.0,0.21330318,-0.12542844,0.10443425,-0.017550603
Bloc1s2,0.0,-0.23267734,-0.17779155,-0.14678453,-0.10078127
Pkd2l1,0.0,-0.09361387,-0.03931475,-0.042230867,-0.07500267
Scd3,0.0,-0.06509102,-0.08103101,0.104503065,0.006028465
Gm50323,0.0,-0.14947164,-0.036014438,-0.07266638,-0.09608295
Scd2,0.0,0.67873126,0.48731753,0.1646603,0.10332042
Scd1,0.0,0.28066012,0.32655823,0.114770874,0.30064297
Sec31b,0.0,0.05458249,-0.009654868,-0.048325956,0.07096991
Ndufb8,0.0,0.04184999,0.053107396,-0.2149344,0.16785818
Hif1an,0.0,0.18621077,-0.023259282,0.17526111,0.0933608
Slf2,0.0,0.002938006,0.11814961,0.034516416,-0.22644852
4930414N06Rik,0.0,0.12152634,0.059493825,0.17571437,-0.055494554
Sema4g,0.0,0.216461,0.25701958,0.40695703,0.17161855
Mrpl43,0.0,-0.0035512205,-0.1196144,0.0069984663,-0.06343142
Twnk,0.0,0.38337177,0.24620137,0.26074505,0.016135156
Lzts2,0.0,0.2547744,0.32087868,0.2853952,0.34018475
Pdzd7,0.0,0.055491365,-0.15183079,0.041916408,0.016326195
Sfxn3,0.0,0.11043076,0.038039383,0.08176751,-0.23744425
Gm35867,0.0,-0.016794227,-0.17323239,-0.05051191,-0.18438725
Kazald1,0.0,0.012687702,0.16318682,-0.025483161,0.031959493
Gm28578,0.0,0.07930468,0.022277983,0.06741823,-0.07376365
Btrc,0.0,0.018175006,0.1358988,0.18102129,0.035636097
Poll,0.0,0.0662356,-0.15947153,-0.09232149,-0.10691039
Gm17018,0.0,0.0042241663,0.1703981,-0.13684,-0.14248948
Fbxw4,0.0,-0.2100189,0.0004763538,-0.10800757,-0.018312134
Npm3,0.0,0.00011562556,0.05349835,0.16116801,-0.17844404
Oga,0.0,0.26343438,0.32112002,0.37758958,-0.004132539
Kcnip2,0.0,-0.052484848,0.016947083,0.3279483,-0.07398681
Armh3,0.0,-0.20549656,-0.1043817,0.024896728,-0.057815712
Gm50196,0.0,0.00037305057,0.07378219,0.17145914,0.0013639331
4930505N22Rik,0.0,-0.03131154,-0.003035456,0.28977272,0.16785759
Hps6,0.0,0.147631,-0.062293023,-0.0098723695,0.09743692
Ldb1,0.0,0.17322123,0.30587807,0.40489987,-0.1128308
Pprc1,0.0,-0.31825596,-0.10796253,-0.057290107,-0.14063933
Nolc1,0.0,0.13663773,-0.14477926,0.013303693,0.06846851
Gbf1,0.0,-0.22802003,-0.04822672,-0.24767956,-0.10790163
Nfkb2,0.0,-0.034976676,-0.11987555,-0.15748127,-0.049758166
Psd,0.0,0.085718095,0.081673115,0.036546163,0.10882189
Fbxl15,0.0,-0.06464726,0.2211338,-0.14203113,-0.049028028
Cuedc2,0.0,-0.008725703,0.312361,0.13577957,0.13771243
Mfsd13a,0.0,-0.028734505,0.028126623,-0.041574616,-0.23313752
2310034G01Rik,0.0,0.00034594536,0.030790616,-0.037974633,-0.068046935
Actr1a,0.0,0.020945229,0.109590076,0.0842057,0.027756736
Sufu,0.0,-0.24197033,-0.030014532,-0.09105232,-0.16024026
Trim8,0.0,-0.26511344,-0.020102741,0.16530092,-0.1850324
Arl3,0.0,-0.12058356,-0.00493221,0.013645306,0.043832466
Sfxn2,0.0,-0.14765178,0.32816607,0.08697224,-0.03551078
Wbp1l,0.0,-0.30710876,-0.07287851,-0.20755878,-0.19235225
Borcs7,0.0,0.08488233,0.13319516,-0.18543993,0.054181956
As3mt,0.0,0.2618319,0.49173057,0.5321672,0.31611165
Cnnm2,0.0,-0.21003602,-0.03355568,-0.20649149,-0.2079827
Gm50431,0.0,0.208619,0.02104932,0.14189903,-0.07244352
Nt5c2,0.0,-0.10160283,0.022024512,-0.1637609,0.03922735
Ina,0.0,0.41976804,0.010766357,-0.109032005,0.04870008
Pcgf6,0.0,0.22832048,0.15489104,0.22155155,0.05577144
Taf5,0.0,-0.017249972,0.10159484,-0.061747327,0.038663324
Atp5md,0.0,0.23908816,0.11446726,-0.23086467,0.14137588
Pdcd11,0.0,-0.14703712,-0.099395126,-0.18676141,-0.28690988
Calhm2,0.0,-0.030283317,-0.22414243,-0.38982028,-0.40504438
Neurl1a,0.0,-0.045651782,0.18298084,-0.06790693,-0.023369025
Sh3pxd2a,0.0,0.17817783,0.05955586,-0.07858462,0.043565594
Stn1,0.0,0.056365762,0.08463636,0.16142952,0.035377145
Slk,0.0,0.05303903,0.026153535,0.041782618,0.02108287
Gm16068,0.0,0.3650986,0.031116128,0.14069153,-0.14291951
Sfr1,0.0,0.3113591,0.1402095,-0.3271869,0.11279752
Cfap43,0.0,0.00369291,-0.1086203,0.14389151,-0.07724914
Gsto1,0.0,0.2569579,0.12961538,0.18943886,0.2367941
Gsto2,0.0,-0.28500354,-0.11169145,0.13352138,-0.03421002
Sorcs3,0.0,0.26431453,0.009912834,0.2864116,-0.27436528
Sorcs1,0.0,0.22001097,0.25314385,0.33884817,-0.2644716
Gm45352,0.0,0.0021267924,-0.024734057,-0.028998625,0.057566702
AA387883,0.0,-0.31866837,-0.14309277,-0.10951163,-0.20173126
Xpnpep1,0.0,-0.23004435,-0.094793916,-0.0909081,-0.11470179
1700054A03Rik,0.0,-0.058283173,-0.04573392,-0.04141982,0.09399791
Add3,0.0,-0.06819466,0.13062742,0.06484192,-0.06566745
Mxi1,0.0,-0.39203796,0.008416582,-0.176669,-0.10690361
Gm30541,0.0,-0.28743085,0.009368449,-0.122086026,-0.12471987
Smndc1,0.0,-0.024417244,0.023110682,-0.29860336,0.039358314
8030456M14Rik,0.0,0.23650405,-0.013877027,-0.020347312,-0.03751295
Dusp5,0.0,-0.005444728,-0.06325612,-0.09059916,-0.18281619
Nutf2-ps1,0.0,-0.14292288,-0.16932204,-0.17660752,0.035876416
Smc3,0.0,0.14075552,0.24352083,0.21786492,0.18210106
Rbm20,0.0,0.26603204,0.13457412,-0.11743423,-0.0077486485
Gm16299,0.0,-0.12943853,0.058929503,0.11899124,-0.13922688
Pdcd4,0.0,0.0831085,-0.18063131,-0.22208396,-0.34274673
Bbip1,0.0,-0.17694212,-0.119546615,-0.08025502,-0.037244387
Shoc2,0.0,0.2733704,0.14049032,0.18292321,0.110161014
4930484I04Rik,0.0,-0.068971865,0.028524317,-0.02362141,-0.122109294
Adra2a,0.0,-0.07423303,-0.01175374,-0.09072884,-0.19465888
Gpam,0.0,0.29686058,0.27032015,0.28741187,0.23772845
Gm31356,0.0,0.6694701,0.34738022,0.5152061,0.120343715
Acsl5,0.0,0.043795243,0.043316867,-0.006676428,0.11051217
Zdhhc6,0.0,-0.21404885,0.3008341,0.33374548,0.0012656003
Vti1a,0.0,-0.04533208,0.047504686,0.14196089,-0.06630503
Tcf7l2,0.0,-0.1516035,-0.16328327,-0.11716033,-0.040366713
Nrap,0.0,-0.12112483,-0.06346065,-0.12924263,-0.01865116
Casp7,0.0,-0.2704123,0.048820842,0.17737645,0.12977755
Dclre1a,0.0,0.31796452,0.058051586,0.13908663,0.14577776
Nhlrc2,0.0,0.07010036,0.054227687,0.14564322,0.042362757
Adrb1,0.0,-0.051374458,-0.13031855,0.04693933,0.028344793
Gm50100,0.0,-0.06935338,-0.1837434,0.12255087,0.085482135
Ccdc186,0.0,-0.004227698,-0.008834135,0.040764175,-0.03476757
Afap1l2,0.0,-0.3871781,0.09674969,-0.14143968,-0.13939506
Ablim1,0.0,-0.34034553,-0.14848045,-0.17967638,-0.15620486
B230217O12Rik,0.0,0.083942324,0.17450178,0.43520314,0.077126205
Gm50270,0.0,0.06618342,-0.09344585,-0.12396626,0.019229358
Fam160b1,0.0,-0.03725432,-0.0999349,-0.072230995,-0.1425567
Trub1,0.0,0.2132893,0.15916947,0.13548835,0.09860143
Atrnl1,0.0,0.15896782,0.06590376,0.112351604,-0.031686127
Gfra1,0.0,0.28038317,-0.13295263,0.085197866,-0.08311651
Hspa12a,0.0,0.2540924,0.27301311,-0.03299299,0.028493255
Eno4,0.0,0.10355988,-0.041664902,-0.01959595,-0.017641824
Shtn1,0.0,0.41035318,0.41665637,0.23654856,0.046619877
Slc18a2,0.0,-0.1416588,0.22106364,0.017655322,-0.28249967
Pdzd8,0.0,0.16136405,0.31322306,0.06124696,-0.037651166
Emx2os,0.0,0.100977615,0.061445333,0.008286171,0.13775791
Emx2,0.0,-0.06992342,-0.120331235,-0.04997655,-0.002085261
Gm17203,0.0,0.055390712,-0.07545815,0.10915011,0.15994203
Rab11fip2,0.0,-0.026186109,0.008126445,0.030383259,0.099227734
Gm4219,0.0,-0.04800761,0.014452204,-0.056611538,-0.084356114
E330013P04Rik,0.0,-0.043631814,0.052547786,-0.008480512,0.038230117
Fam204a,0.0,-0.019464586,0.011658305,-0.10994161,-0.011813581
Cacul1,0.0,-0.13136816,0.0012852736,-0.12164349,-0.195328
Gm46652,0.0,0.013401004,-0.06455704,-0.020308612,0.034109347
Nanos1,0.0,0.046511658,0.20772056,-0.23263429,-0.021989666
Eif3a,0.0,0.06227481,0.06287722,0.0153642,-0.027405486
Fam45a,0.0,-0.107900366,-0.0298785,-0.03335279,0.07487884
Sfxn4,0.0,-0.2994302,-0.07459125,-0.13856086,-0.29838437
Prdx3,0.0,-0.16270176,-0.043856908,-0.2543584,-0.111033484
Grk5,0.0,0.29431033,0.26033688,0.37343872,0.0665779
Zfp950,0.0,-0.002503112,0.08099453,0.1657094,0.031855054
Csf2ra,0.0,-0.05940099,0.14968377,0.32610798,-0.18177627
Gm26618,0.0,-0.13449362,0.0099927485,0.04961703,0.026374113
Nudt11,0.0,0.13008815,-0.07537573,-0.059143387,0.072021455
Nudt10,0.0,0.18351577,0.0065594427,0.11606446,-0.11968472
Shroom4,0.0,-0.099879615,0.083640516,0.01715571,-0.07793715
Clcn5,0.0,0.13001098,0.19701159,0.100988746,0.02229485
Usp27x,0.0,0.047740623,-0.269817,-0.00050725415,-0.1340822
2010204K13Rik,0.0,0.15125287,0.050041594,-0.003563799,0.21243005
Ppp1r3f,0.0,-0.041691124,-0.020673804,0.130458,-0.0687829
Ccdc22,0.0,0.09405429,0.11828432,-0.24398045,-0.14785507
Syp,0.0,-0.09793568,-0.06373714,-0.012315214,0.03860876
Gm14703,0.0,-0.035711728,0.12600027,0.23887947,-0.039273575
Prickle3,0.0,-0.035266068,-0.1336004,-0.10555227,-0.013451645
Plp2,0.0,-0.17094196,-0.1508964,-0.16686645,-0.14600198
Gpkow,0.0,-0.12433393,0.118166685,0.08273926,-0.07325919
Wdr45,0.0,-0.061378688,0.0025320314,-0.008734319,-0.08409266
Praf2,0.0,0.056704197,-0.22326638,-0.056093752,-0.068550296
Ccdc120,0.0,0.15134813,0.17475855,0.37708572,0.30632818
Tfe3,0.0,0.13662447,0.39552557,0.25615907,0.23205312
Gripap1,0.0,-0.018414132,0.056407914,0.045213185,0.012410805
Kcnd1,0.0,0.0042754393,-0.14970045,-0.07619042,0.005529413
Otud5,0.0,-0.01976385,0.18997918,0.11105943,-0.03942775
Pim2,0.0,0.14940672,0.1834498,0.39237195,0.015594363
Slc35a2,0.0,-0.075068064,-0.0032816455,-0.048226394,0.057819318
Pqbp1,0.0,0.07190561,0.13494292,-0.059289575,0.001931861
Timm17b,0.0,-0.038684055,0.013771981,0.16210735,0.08338345
Pcsk1n,0.0,-0.3820968,-0.32789627,-0.19457501,0.09315187
Hdac6,0.0,0.3304791,-0.0448718,0.14890523,-0.1144113
Glod5,0.0,-0.034687128,-0.054536313,0.035785075,-0.07344758
Gm14820,0.0,0.12269238,0.14648762,0.103306495,-0.07731011
Suv39h1,0.0,0.10072661,0.13979156,0.01997799,-0.099467754
Gm6787,0.0,0.037740957,-0.07380872,0.18012056,0.1014795
Wdr13,0.0,0.27576256,0.41279322,0.33944067,0.084273204
Rbm3,0.0,0.38002864,0.33935744,0.21274596,0.13638385
Tbc1d25,0.0,0.0415687,-0.13732207,0.12402258,0.20332737
Ebp,0.0,-0.06897978,0.07627937,-0.17379391,-0.1410569
Porcn,0.0,0.16340682,0.21136044,0.43718052,0.05545035
Ftsj1,0.0,-0.2725548,-0.20754111,-0.1784754,-0.31971955
B630019K06Rik,0.0,0.055647306,0.03263186,-0.26961043,-0.17395592
Lancl3,0.0,0.107116766,0.19771542,-0.074047856,0.11735843
Xk,0.0,0.20166779,-0.21361858,0.019048143,-0.016800214
Dynlt3,0.0,0.46349788,0.25548905,0.0507555,0.21709678
Sytl5,0.0,0.046600208,-0.03529588,0.044687375,0.15613917
Rpgr,0.0,0.059343453,-0.034447502,-0.1780513,-0.15822278
Tspan7,0.0,-0.033782452,0.22419205,-0.03363982,0.10862307
Mid1ip1,0.0,0.6310899,0.4028678,0.58500546,0.4059467
Gm14493,0.0,-0.07317935,0.083179325,-0.024517808,0.07084745
Bcor,0.0,-0.062147774,0.11141684,0.06218506,-0.029803872
Atp6ap2,0.0,0.06024223,0.008419409,0.15830643,0.1656966
1810030O07Rik,0.0,0.18520479,-0.011895999,0.41730353,0.012335449
Med14,0.0,-0.040811904,0.085260734,0.05431585,0.009323187
Gm14634,0.0,0.15204902,0.04470758,0.20219532,0.066020064
5730405O15Rik,0.0,0.11017954,-0.02250968,0.051387083,0.06409903
Usp9x,0.0,0.095153764,0.18782565,0.07208711,-0.0059987605
2010308F09Rik,0.0,0.04806009,-0.08439888,0.2566939,-0.07694106
Ddx3x,0.0,0.24873415,0.28734207,0.2777359,0.2736302
Cask,0.0,0.07258584,0.17036732,0.022304818,0.060982853
Gpr34,0.0,0.22075655,-0.10348886,-0.21119584,0.035393648
Maoa,0.0,-0.16168158,0.20581964,0.1356218,0.13261674
Maob,0.0,-0.07971298,0.05304026,-0.20228551,-0.060393736
Ndp,0.0,0.35743847,0.37044275,0.35896805,0.51613766
Efhc2,0.0,0.14849639,-0.028249256,0.0059967935,0.10671275
Fundc1,0.0,0.13522495,-0.051883657,-0.07936099,-0.033932295
Kdm6a,0.0,-0.08012587,0.14012906,0.03633245,0.022028193
Gm14636,0.0,-0.21826804,-0.042341657,-0.26270023,-0.22773507
Gm26652,0.0,0.24239603,-0.030813888,0.069705985,-0.022608876
Chst7,0.0,0.003701244,-0.076141186,0.03471437,-0.03241363
Slc9a7,0.0,0.21133275,0.2478282,0.1366716,0.13796149
Rp2,0.0,-0.23574317,0.08247139,0.067115545,-0.010959225
Jade3,0.0,0.09830176,-0.051806968,0.057879426,-0.10353853
Ndufb11,0.0,-0.11036254,0.019488703,-0.06103304,-0.12368029
Rbm10,0.0,-0.2637854,-0.052084643,-0.07546925,-0.19569828
Uba1,0.0,0.35625377,0.27836466,0.11551987,0.08315301
Cdk16,0.0,0.103984594,0.18994865,0.069341175,-0.09480812
Usp11,0.0,0.26103202,0.22116017,0.33595908,-0.05467713
Araf,0.0,0.008779496,-0.0896923,0.25273147,-0.012228511
Syn1,0.0,0.11529828,-0.16299069,-0.42898384,-0.18044649
Cfp,0.0,0.04625959,0.3044625,0.22436112,-0.09144443
Elk1,0.0,-0.058055904,0.1076316,-0.1242252,-0.13660747
Uxt,0.0,-0.3179894,-0.17103559,0.15093404,-0.08364527
A230072C01Rik,0.0,-0.29460657,-0.1885508,-0.17863812,-0.4676953
Zfp182,0.0,-0.10408597,-0.036329336,-0.045820035,0.12970465
Zfp300,0.0,0.03877594,-0.10956518,-0.2599791,-0.018134538
Klhl13,0.0,-0.113558285,0.10988862,-0.054458372,0.084533095
Wdr44,0.0,-0.060103055,-0.061175767,-0.038604107,0.114817575
Dock11,0.0,0.17118058,0.15898101,0.28742933,0.026689768
Il13ra1,0.0,-0.06769309,0.024203448,-0.09909093,-0.0076312497
Zcchc12,0.0,0.14935367,0.22450612,-0.016571343,0.311755
Lonrf3,0.0,0.08342899,0.0035317093,-0.010088995,0.0915995
Pgrmc1,0.0,-0.10651043,-0.138751,-0.17721787,0.075146966
Akap17b,0.0,-0.115744196,-0.073108256,0.066567324,-0.21643427
Slc25a43,0.0,0.192637,-0.013568312,0.26825482,0.001118131
Slc25a5,0.0,0.07527207,0.008528303,-0.13250065,-0.09780063
C330007P06Rik,0.0,0.104966685,-0.05866071,0.25968584,-0.080836795
Ube2a,0.0,-0.025504045,-0.0117679015,-0.11182987,-0.19293657
Nkrf,0.0,0.17170933,-0.040370625,-0.17323998,-0.17816271
Sept6,0.0,0.33511406,0.124586605,0.18849039,0.19989474
Rpl39,0.0,0.14779487,-0.097375244,-0.44868934,0.08022216
Upf3b,0.0,0.009582691,-0.025465935,0.18054414,-0.07013734
